title,description,author,published_date,prep_time,cooking_time,total_time,difficulty,servings,ingredients,instructions,tags,url,image_url
Sri Lankan Bath Aggala (Leftover Rice Balls),"Called as Bath Aggala,Bath Guli or rice balls this is a Sri Lankan traditional snack prepared with leftover rice.A delicious leftover food recipe!",written byAmila Gamage Wickramarachchi,"October 11, 2011",,,,,12,Sri Lankan Sweets and Treats for April New Year; Marshmallow Recipe Without Corn Syrup; Sri Lankan Bath Aggala (Leftover Rice Balls); Sri Lankan Kokis with Sesame Seeds; Mung Guli (A Sri Lankan Traditional Sweet),Step 1: Toast rice in low heat until the colour changes to a golden brown. Don’t burn.; Step 2: Grind the rice to powder.; Step 3: Use the flour to make the rice balls (Bath aggala); Step 1: Preparation of rice powder; Step 2: Preparation of the rice balls,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Sweets",https://foodcnr.com/bath-aggala-sri-lankan-leftover-rice-balls/,https://foodcnr.com/wp-content/uploads/2019/09/Sri-Lankan-Bath-Aggala.jpg
Black Eyed Beans Stir Fry : Sri Lankan Breakfast,This is a vegetarian recipe with black eyed beans.Try Black Eyed Beans Stir Fry cooked in Sri lankan style.Also named as cowpea or black eyed peas.,written byAmila Gamage Wickramarachchi,"July 23, 2018",10 min,30 min,,,1,2cupsBlack eyed beans; 2tbspRed chili flakes; 2nosDried red chili; 2sprigsCurry leaves; 1piecerampe; 1nomedium sized onion sliced; 1tspnmustard seeds; 2tbspcooking oil; saltas per taste,Soak black eyed beans in water for about 6 hours.,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/black-eyed-beans-stir-fry/,https://foodcnr.com/wp-content/uploads/2019/08/black-eyed-beans-stir-fry.jpg
Potato and Egg Curry from Sri Lanka,This Sri lankan Potato and Egg Curry is a great way to combine both eggs and potatoes in a same curry.In Sinhalese it is called Ala saha biththara hodi.,written byAmila Gamage Wickramarachchi,"April 27, 2019",,,,,,Potato and Egg Curry from Sri Lanka; How To Make A Sri Lankan Omelette: 2 Recipes To Spice Up Your Morning; Quick Veggie Omelette; Easy Egg Salad – Sri Lankan Style; Sambal Eggs,"Wash and boil potatoes. Hard boil the eggs.; Remove the skin of potatoes. Cut into halves. Keep aside.; Remove the shell of the hard boiled eggs. Cut in to halves. Keep aside.; Cut the tomato in to bite sized pieces.; In a pan, add all the spices together with, onion, green chili & curry leaves.; Mix all & add thin coconut milk. Cover & cook in medium flame till onions are tender.; When onions are tender, add boiled potatoes and hard boiled eggs.; Cook for another 1-2 minutes. stir the curry gently.; Add thick coconut milk.; Stir and cook for few minutes till coconut milk starts boiling.; Adjust salt to taste.; Do not allow it to boil with bubbles as it will make lumps.; Remove from the cooker when the curry starts boiling.; Stir for another few minutes. This will avoid any lumps of coconut milk.; It is ready to serve.; Add 1-2 tspn of fresh lime juice for more flavor. (optional); If you try this Potato and egg curry,do let me know the outcome.I love to read comments from readers of this blog. 🙂; Potato and Egg Curry from Sri Lanka; How To Make A Sri Lankan Omelette: 2 Recipes To Spice Up Your Morning; Quick Veggie Omelette; Easy Egg Salad – Sri Lankan Style; Sambal Eggs","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Egg Recipes",https://foodcnr.com/sri-lankan-potato-and-egg-curry/,https://foodcnr.com/wp-content/uploads/2019/08/potato-and-egg-curry.jpg
Canned Tuna Stir Fry Recipe,"This Canned Tuna Stir Fry is a popula Sri Lankan recipe that is easy to cook.You can add tomato,bell peppers or banana peppers to make this more flavourful.",written byAmila Gamage Wickramarachchi,"October 13, 2014",10 min,15 min,,,1,1nomedium sized Onion; 3clovesof garlic; 2noGreenchili; 1tspncrushed black pepper; 1tspnRedchilli powder; 2tspnchili flakes; 1/4tspnTurmericpowder; 1/2tspnMustardseeds; 2tbspCooking Oil,"Drain waterfrom the tuna tin. Keep aside.(If you use tuna in oil, then you can use thatoil for cooking tuna stir fry)Remove skin,Wash and Slice the onionCrush theblack peppercorn coarsely.Slit thegreen chilies. Keep aside","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/canned-tuna-stir-fry/,https://foodcnr.com/wp-content/uploads/2019/07/canned-tuna-stir-fry.jpg
Tapioca with Coconut / Manyokka Mallum,"Here is how to cook manyokka mallum or Tapioca with grated coconut.Tapioca, manioc or locally called as Manyokka is a popular crop in Sri Lankan cuisine.",written byAmila Gamage Wickramarachchi,"December 7, 2017",15 min,15 min,,,5,1cupFresh grated coconut; 3noGreen chillies; 1/2noMedium sized onion; 3noGarlic cloves; 1tspnBlack pepper; 1/2tspnMustard seeds; 1/2tspnTurmeric powder; 1tspnSri lankan Raw curry powder; 1pieceCinnamon; 1/2tspnSalt as per taste,"Step 1: PreparationPeal manioc and remove the skinpart.Wash and remove any sandparticles in it.Cut into small bite size piecesAdd manioc into a large pot. Addturmeric powder and a pinch of salt.Boil manioc in water withoutclosing. (Do not close the pot with a lid when you boil manioc.)Remove excess water once maniocis cooked well, Keep it aside.Step 2: Prepare the coconut pasteGrind grated coconut with Blackpepper, mustard seeds, onion, garlic, and salt. You can add 1 green chili forthis paste. Keep other chilies sliced to add later.You can taste this coconut pasteat this stage and adjust salt if necessary.Step 3 : Cooking Manyokka MallumaIn a cooking pot, add the groundcoconut paste. Add other remaining ingredients which are raw curry powder, cinnamon,sliced green chili and curry leaves.Add around 1 tbsp. water to theground coconut paste.(don’t add more water)Cook in low flame till theingredients are soft enough.Then add boiled manioc/tapioca tothe coconut paste.Mix well.Cook in low flame for another 1-2minutes.Remove from the cooker.Mix well and Allow to rest.A delicious manyokka mallum isready to serve with plain rice!","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/tapioca-with-coconut-manyokka-mallum/,https://foodcnr.com/wp-content/uploads/2019/07/Manioc-recipes.jpg
Breadfruit Curry (Sri Lankan Del Curry),"Call it del curry,breadfruit curry or ulu fruit curry this is a delicious dish for curry lovers.Here is the recipe of Sri Lankan Breadfruit curry.",written byAmila Gamage Wickramarachchi,"November 4, 2013",20 min,15 min,,,5,1NoBreadfruitmature and raw breadfruit; 1/2Nomedium sized onionsliced; 3Nogreen chilisliced; 1/4tspturmeric powder; 1tspraw curry powder; 1tspfenugreek seeds; 1inchcinnamon piece; 1inchRampe/pandan leaves; 1cupthick coconut milk; 1cupthin coconut milk,"Remove the skin of breadfruit.Also remove the top hard parts of breadfruit after cutting the breadfruit in to halves.Wash and cut breadfruit into bite size pieces.In a cooking pot (a clay pot is better), add cubed bradfruit.Add sliced green chili, sliced onion, turmeric powder, raw curry powder, fenugreek seeds, cinnamon, curry leaves and pandan leaf. Add salt too.Add thin coconut milk and cook till breadfruit is well cooked.When breadfruit is well cooked(boiled), add thick coconut milk to it.Allow simmering while stirring the curry to avoid any clumps.Adjust salt as per taste.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-breadfruit-curry/,https://foodcnr.com/wp-content/uploads/2019/07/Sri-Lankan-Breadfruit-curry.jpg
Fried Sprats Peanuts and Kathurumurunga Leaves Baduma,"This fried Sprats, peanuts and Kathurumurunga leaves Baduma is a Sri Lankan recipe that suits as a crunchy spicy side to serve with rice and curry.",written byAmila Gamage Wickramarachchi,"March 25, 2014",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Remove the head part of the sprats, clean and wash. Drain water and keep aside.; Wash kathurumurunga leaves and keep aside to drain water completely.; Wash and drain water from peanuts.; Heat oil in a wok. Add sprats and fry until crispy and golden brown. Drain oil on a paper towel.; Then deep fry the peanuts and keep aside to drain oil.; Deep fry Kathurumurunga leaves until crispy. Remove from oil and keep aside on a paper towel.; Deep fry red chili and keep aside to drain oil.; Finally, in a pan add a small amount of oil to the wok. (Around 1 teaspoon); When it is hot add the chili flakes and stir fry. Then add deep fried sprats, peanuts, kathurumurunga leaves and dried red chilies.; Sprinkle a dash of salt.; Mix well and remove from flame.; It is ready to serve as a crispy side.; Make sure you deep fry all ingredients until crispy.; Peanuts can get burned quickly.So,you have to be careful when deep frying peanuts.; Instead of Kathurumurunga leaves,you can use curry leaves too.; Adjust red chili flakes according to the taste.Add more if you look for really spicy dish.; Add deep fried onions to get different taste/flavour.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/fried-sprats-peanuts-and-kathurumurunga-leaves/,https://foodcnr.com/wp-content/uploads/2019/06/Fried-Sprats-peanuts.jpg
Canned Tuna Curry Recipe / Tuna Fish Curry,If you look for canned tuna recipes then I am sure this tuna fish curry will get your attention.Here is easy canned tuna curry recipe!,written byAmila Gamage Wickramarachchi,"April 30, 2020",,,,,4,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Open the canned tuna fish tin & separate the fish pieces on a plate. If the tuna is in oil, you can use the same oil for cooking this curry.; Heat oil in a pan.(Either new cooking oil or you can use oil from the tuna can if you use canned tuna in oil).; When oil is hot add mustard seeds. Once mustard seeds start spluttering, add onion. Then add garlic, green chili & curry leaves.; When onions are tender and start emitting aroma, add turmeric powder, red chili powder, black pepper, & fenugreek seeds.; Mix well and don’t let spices to burn.; Add tomato pieces followed by the spices above & fry until the mix become like a sauce.; Then add cinnamon stick and rampe. Mix well.; If the tomato mix / sauce look too dry, add a little bit of water.; Then add tuna fish pieces, mix well & cook for few minutes.; Once tuna pieces are well coated with tomato and spices mix, add about ¼ cup of water. Add gamboge pieces too. Mix well.; Now our tuna curry is almost done.; Add salt to taste.; Then add coconut milk slowly keeping eye on the appearance. This tuna fish curry looks really delicious and mouthwatering when the colour is red or brown. Therefore when you add coconut milk,add it slowly while stirring to maintain the appearance of the gravy.; Add some water as per required gravy thickness.; Then lower the flame and Simmer for another few minutes. Adjust salt to taste. Keep stirring and when coconut milk starts boiling, switch off the flame. Allow to rest the curry on the stove until it gets the appealing appearance.; Canned tuna curry is ready to serve.; This curry is ideal to serve with plain rice, bread or even with roti parata.; Canned Tuna Fish curry; Also check thissardine fish curry recipewhich is also a Sri Lankan way to cook canned fish.; canned fish curryFishtuna","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/canned-tuna-curry-recipe-fish/,https://foodcnr.com/wp-content/uploads/2019/06/canned-tuna-curry.jpg
Thibbatu Mallum (Turkey Berry Recipe),Thibbatu mallum is another popular way to cook Turkey berries or sundakkai or Thibbatu as we called in Sri Lanka. Easy Thibbatu recipe with coconut.,written byAmila Gamage Wickramarachchi,"July 29, 2019",10 min,10 min,,,1,1/2Nos.medium size onion sliced finely; 1pieceRampe (Pandan Leaves); 2Nos.Green chilli; 1/4tspTurmeric Powder; 1/2tspfenugreek seeds; 1/2tspraw curry powder; 1inchpiece of cinnamon; 1/2cupFresh grated coconut,"First, wash and remove seeds of thibbatu. Wash properly.Drain water. Add ½ tspn turmeric powder to cleaned Thibbatu and mix well. Thisstep is to prevent Thibbatu from discolouring. Keep aside.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/thibbatu-mallum-turkey-berry-recipe/,https://foodcnr.com/wp-content/uploads/2019/05/Thibbatu-mallum.jpg
Polos Curry (Sri Lankan Baby Jackfruit Curry),Here is Sri Lankan polos curry recipe if you look for how to cook Baby jackfruit curry. Also called as Green jackfruit curry or Polos ambula.,written byAmila Gamage Wickramarachchi,"October 29, 2013",1 min,1 min,,,6,3tbspRed Chili Powder; 1tspTurmeric Powder; 3tbspSri Lankan Raw curry powder,Dry roast the spice powders until golden brown. Keep aside. Remembernot to burn.Roast 1/2 tspn of mustard seeds. Grind it into powder andkeep aside.,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/polos-curry-sri-lankan-baby-jackfruit-curry/,https://foodcnr.com/wp-content/uploads/2012/11/Sri-Lankan-Polos-Curry-Recipe.jpg
Kathurumurunga Flowers Curry (Bok Phool  / Agasti flowers),Kathurumurunga Flowers is an edible flower and there are many ways to cook it. Here is Kathurumurunga Flowers curry Sri Lankan recipe.,written byAmila Gamage Wickramarachchi,"September 26, 2019",,,,,3-4,Sri Lankan Sweets and Treats for April New Year; Red Kidney Beans Curry in Sri Lankan Style; Beetroot Carrot Mung Parippu Stir Fry; 6 Sri Lankan Food Recipes which are Easy to Cook; Sri Lankan Kiri Ala Curry (Taro Roots Curry),"Clean kathurumurunga flowers, remove the stem in middle. Wash and drain water. Cut into small pieces. Keep aside.; Wash and dice tomato into pieces.; In a pot, add all the spices together with, tomato, onion, green chili & curry leaves. Add a dash of salt.; Add maldive fish too if you use.(optional); Mix all & add thin coconut milk.; Cook in low flame till onions are tender. Stir time to time.; When onions and tomatoes are tender, add sliced kathurumurunga flowers.; Mix well and cook few seconds till the kathurumurunga flowers are tender.; At this time, add thick coconut milk.; Stir continuously till coconut milk starts boiling. Cook in a very low flame.; Adjust salt to taste.; Remove from the heat.; Kathurumurunga curry is ready to serve with plain rice.; Kathurumurunga Flowers Curry; How do you cook Kathurumurunga Flowers? Do you cook Kathurumurunga Flowers stirfry,omelette or as fritters?Let me know your recipe ideas.; Sri Lankan Sweets and Treats for April New Year; Red Kidney Beans Curry in Sri Lankan Style; Beetroot Carrot Mung Parippu Stir Fry; 6 Sri Lankan Food Recipes which are Easy to Cook; Sri Lankan Kiri Ala Curry (Taro Roots Curry); edible flowersKathurumurungaSri Lankan Recipes","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/kathurumurunga-flowers-curry/,https://foodcnr.com/wp-content/uploads/2019/05/Kathurumurunga-mal-curry.jpg
Salaya Fish Deep Fried,"Salaya Fish Deep Fried,Salaya is a popular Sri Lankan fish which is also known as healthy. In Sri Lanka we call this dish as 'Malu Badala'",written byAmila Gamage Wickramarachchi,"July 10, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"First clean the fish. Remove fins and unnecessary parts. Remove the tail too.; Wash properly and keep aside for draining water.; In a bowl add salt and crushed black pepper to the cleaned fish. Mix properly.; Keep aside for about 10 minutes.; Heat oil for deep frying.; When the oil is hot, deep fry the fish.; Fry until the fish is golden brown.; Remove from oil and keep on a kitchen towel to drain excess oil.; It is ready to serve with plain rice.; How do you deep fry salaya fish? Do you use any batter or do you fry as in this recipe? Most of the time Ideep fry small fishwithout batter.; Please share your thoughts.; Pan fried Pomfret Fish; Fish Ambul Thiyal; deep friedFish RecipesSalaya Fishsmall fishSri Lankan Recipes","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/salaya-fish-deep-fried/,https://foodcnr.com/wp-content/uploads/2019/05/Badapu-malu.jpg
"Garlic, Curry Leaves and Goraka Paste","If you look for a Sri Lankan recipe that lowers cholesterol or good for heart health, then you may have heard of this garlic, curry leaves goraka paste.",written byAmila Gamage Wickramarachchi,"December 27, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Wash Gamboge, squeeze water and keep aside.; Remove skins of garlic. Wash and clean all ingredients before making the paste.; In a grinder or even using a grinding stone, grind all ingredients together as a paste.; Store in a dry container. (I usually keep inside the fridge); This garlic, curry leaves and goraka paste is also a good condiment to add bit sour taste to your meal daily.; If you try garlic goraka and curry leaves and paste, let me know your thoughts as a comment.Here is how to makegarlic and curry leaves chilli paste.Another healthy recipe!; Curry leavesgarlicGorakaRecipes","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/garlic-curry-leaves-goraka-paste/,https://foodcnr.com/wp-content/uploads/2019/05/Goraka-garlic-curryleaves-paste.jpg
Sri Lankan Kakiri Curry,"Sri Lankan kakiri curry,Kakiri curry is another delicious Sri Lankan curry which comes to the table with flavours of Ceylon spices",written byAmila Gamage Wickramarachchi,"November 3, 2014",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Wash the yellow cucumber (Kakiri), Remove the top and bottom parts of the cucumber.; Then cut it into bite size pieces. Don’t forget to remove the seeds when you cut yellow cucumber.(kakiri); In another pan, toast the spices until golden brown.(red chilli powder, turmeric powder and raw spice powder); Add roasted spices, onion, green chili, curry leaf and all ingredients other than mustard seeds and thick coconut milk to the pan together with pieces of Kakiri.; Mix well. Add salt as per taste. Add thin coconut milk.; Cook in medium flame.; Meanwhile dry roast mustard seeds and grind into a thin paste. Keep aside.; When kakiri is cooked, add thick coconut milk.; Adjust salt to taste.; Stir well and remove from the flame when the coconut milk starts boiling.; Once the flame is switched off, sprinkle roasted mustard seeds on to the curry.; After few minutes when the hot flame is out, mix the curry.; It is ready to serve with plain rice.; Sri Lankan Kakiri Curry recipe; How do you cook kakiri curry?Please share your recipe or experience below.; kakirikekiriRecipesSri Lankan Recipes","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-kakiri-curry/,https://foodcnr.com/wp-content/uploads/2019/03/Kekiri-curry.jpg
