title,description,author,published_date,prep_time,cooking_time,total_time,difficulty,servings,ingredients,instructions,tags,url,image_url
Sri Lankan Bath Aggala (Leftover Rice Balls),"Called as Bath Aggala,Bath Guli or rice balls this is a Sri Lankan traditional snack prepared with leftover rice.A delicious leftover food recipe!",written byAmila Gamage Wickramarachchi,"October 11, 2011",,,,,12,,Step 1: Toast rice in low heat until the colour changes to a golden brown. Don’t burn.; Step 2: Grind the rice to powder.; Step 3: Use the flour to make the rice balls (Bath aggala); Step 1: Preparation of rice powder; Step 2: Preparation of the rice balls,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Sweets",https://foodcnr.com/bath-aggala-sri-lankan-leftover-rice-balls/,https://foodcnr.com/wp-content/uploads/2019/09/Sri-Lankan-Bath-Aggala.jpg
Black Eyed Beans Stir Fry : Sri Lankan Breakfast,This is a vegetarian recipe with black eyed beans.Try Black Eyed Beans Stir Fry cooked in Sri lankan style.Also named as cowpea or black eyed peas.,written byAmila Gamage Wickramarachchi,"July 23, 2018",,,,,,2cupsBlack eyed beans; 2tbspRed chili flakes; 2nosDried red chili; 1piecerampe; 1nomedium sized onion sliced; 1tspnmustard seeds; 2tbspcooking oil,Soak black eyed beans in water for about 6 hours.,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/black-eyed-beans-stir-fry/,https://foodcnr.com/wp-content/uploads/2019/08/black-eyed-beans-stir-fry.jpg
Potato and Egg Curry from Sri Lanka,This Sri lankan Potato and Egg Curry is a great way to combine both eggs and potatoes in a same curry.In Sinhalese it is called Ala saha biththara hodi.,written byAmila Gamage Wickramarachchi,"April 27, 2019",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Egg Recipes",https://foodcnr.com/sri-lankan-potato-and-egg-curry/,https://foodcnr.com/wp-content/uploads/2019/08/potato-and-egg-curry.jpg
Canned Tuna Stir Fry Recipe,"This Canned Tuna Stir Fry is a popula Sri Lankan recipe that is easy to cook.You can add tomato,bell peppers or banana peppers to make this more flavourful.",written byAmila Gamage Wickramarachchi,"October 13, 2014",,,,,,1nomedium sized Onion; 3clovesof garlic; 2noGreenchili; 1tspncrushed black pepper; 1tspnRedchilli powder; 2tspnchili flakes; 1/4tspnTurmericpowder; 1/2tspnMustardseeds; 2tbspCooking Oil,"Drain waterfrom the tuna tin. Keep aside.(If you use tuna in oil, then you can use thatoil for cooking tuna stir fry)Remove skin,Wash and Slice the onionCrush theblack peppercorn coarsely.Slit thegreen chilies. Keep aside","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/canned-tuna-stir-fry/,https://foodcnr.com/wp-content/uploads/2019/07/canned-tuna-stir-fry.jpg
Tapioca with Coconut / Manyokka Mallum,"Here is how to cook manyokka mallum or Tapioca with grated coconut.Tapioca, manioc or locally called as Manyokka is a popular crop in Sri Lankan cuisine.",written byAmila Gamage Wickramarachchi,"December 7, 2017",,,,,5,1cupFresh grated coconut; 3noGreen chillies; 1/2noMedium sized onion; 3noGarlic cloves; 1tspnBlack pepper; 1/2tspnMustard seeds; 1/2tspnTurmeric powder; 1tspnSri lankan Raw curry powder; 1pieceCinnamon; 1/2tspnSalt as per taste,"Step 1: PreparationPeal manioc and remove the skinpart.Wash and remove any sandparticles in it.Cut into small bite size piecesAdd manioc into a large pot. Addturmeric powder and a pinch of salt.Boil manioc in water withoutclosing. (Do not close the pot with a lid when you boil manioc.)Remove excess water once maniocis cooked well, Keep it aside.Step 2: Prepare the coconut pasteGrind grated coconut with Blackpepper, mustard seeds, onion, garlic, and salt. You can add 1 green chili forthis paste. Keep other chilies sliced to add later.You can taste this coconut pasteat this stage and adjust salt if necessary.Step 3 : Cooking Manyokka MallumaIn a cooking pot, add the groundcoconut paste. Add other remaining ingredients which are raw curry powder, cinnamon,sliced green chili and curry leaves.Add around 1 tbsp. water to theground coconut paste.(don’t add more water)Cook in low flame till theingredients are soft enough.Then add boiled manioc/tapioca tothe coconut paste.Mix well.Cook in low flame for another 1-2minutes.Remove from the cooker.Mix well and Allow to rest.A delicious manyokka mallum isready to serve with plain rice!","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/tapioca-with-coconut-manyokka-mallum/,https://foodcnr.com/wp-content/uploads/2019/07/Manioc-recipes.jpg
Breadfruit Curry (Sri Lankan Del Curry),"Call it del curry,breadfruit curry or ulu fruit curry this is a delicious dish for curry lovers.Here is the recipe of Sri Lankan Breadfruit curry.",written byAmila Gamage Wickramarachchi,"November 4, 2013",,,,,,1NoBreadfruitmature and raw breadfruit; 1/2Nomedium sized onionsliced; 3Nogreen chilisliced; 1/4tspturmeric powder; 1tspraw curry powder; 1tspfenugreek seeds; 1inchcinnamon piece; 1inchRampe/pandan leaves; 1cupthick coconut milk; 1cupthin coconut milk,"Remove the skin of breadfruit.Also remove the top hard parts of breadfruit after cutting the breadfruit in to halves.Wash and cut breadfruit into bite size pieces.In a cooking pot (a clay pot is better), add cubed bradfruit.Add sliced green chili, sliced onion, turmeric powder, raw curry powder, fenugreek seeds, cinnamon, curry leaves and pandan leaf. Add salt too.Add thin coconut milk and cook till breadfruit is well cooked.When breadfruit is well cooked(boiled), add thick coconut milk to it.Allow simmering while stirring the curry to avoid any clumps.Adjust salt as per taste.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-breadfruit-curry/,https://foodcnr.com/wp-content/uploads/2019/07/Sri-Lankan-Breadfruit-curry.jpg
Fried Sprats Peanuts and Kathurumurunga Leaves Baduma,"This fried Sprats, peanuts and Kathurumurunga leaves Baduma is a Sri Lankan recipe that suits as a crunchy spicy side to serve with rice and curry.",written byAmila Gamage Wickramarachchi,"March 25, 2014",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/fried-sprats-peanuts-and-kathurumurunga-leaves/,https://foodcnr.com/wp-content/uploads/2019/06/Fried-Sprats-peanuts.jpg
Canned Tuna Curry Recipe / Tuna Fish Curry,If you look for canned tuna recipes then I am sure this tuna fish curry will get your attention.Here is easy canned tuna curry recipe!,written byAmila Gamage Wickramarachchi,"April 30, 2020",,,,,4,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/canned-tuna-curry-recipe-fish/,https://foodcnr.com/wp-content/uploads/2019/06/canned-tuna-curry.jpg
Thibbatu Mallum (Turkey Berry Recipe),Thibbatu mallum is another popular way to cook Turkey berries or sundakkai or Thibbatu as we called in Sri Lanka. Easy Thibbatu recipe with coconut.,written byAmila Gamage Wickramarachchi,"July 29, 2019",,,,,,1/2Nos.medium size onion sliced finely; 1pieceRampe (Pandan Leaves); 2Nos.Green chilli; 1/4tspTurmeric Powder; 1/2tspfenugreek seeds; 1/2tspraw curry powder; 1inchpiece of cinnamon; 1/2cupFresh grated coconut,"First, wash and remove seeds of thibbatu. Wash properly.Drain water. Add ½ tspn turmeric powder to cleaned Thibbatu and mix well. Thisstep is to prevent Thibbatu from discolouring. Keep aside.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/thibbatu-mallum-turkey-berry-recipe/,https://foodcnr.com/wp-content/uploads/2019/05/Thibbatu-mallum.jpg
Polos Curry (Sri Lankan Baby Jackfruit Curry),Here is Sri Lankan polos curry recipe if you look for how to cook Baby jackfruit curry. Also called as Green jackfruit curry or Polos ambula.,written byAmila Gamage Wickramarachchi,"October 29, 2013",,,,,6,3tbspRed Chili Powder; 1tspTurmeric Powder; 3tbspSri Lankan Raw curry powder,Dry roast the spice powders until golden brown. Keep aside. Remembernot to burn.Roast 1/2 tspn of mustard seeds. Grind it into powder andkeep aside.,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/polos-curry-sri-lankan-baby-jackfruit-curry/,https://foodcnr.com/wp-content/uploads/2012/11/Sri-Lankan-Polos-Curry-Recipe.jpg
Kathurumurunga Flowers Curry (Bok Phool  / Agasti flowers),Kathurumurunga Flowers is an edible flower and there are many ways to cook it. Here is Kathurumurunga Flowers curry Sri Lankan recipe.,written byAmila Gamage Wickramarachchi,"September 26, 2019",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/kathurumurunga-flowers-curry/,https://foodcnr.com/wp-content/uploads/2019/05/Kathurumurunga-mal-curry.jpg
Salaya Fish Deep Fried,"Salaya Fish Deep Fried,Salaya is a popular Sri Lankan fish which is also known as healthy. In Sri Lanka we call this dish as 'Malu Badala'",written byAmila Gamage Wickramarachchi,"July 10, 2011",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/salaya-fish-deep-fried/,https://foodcnr.com/wp-content/uploads/2019/05/Badapu-malu.jpg
"Garlic, Curry Leaves and Goraka Paste","If you look for a Sri Lankan recipe that lowers cholesterol or good for heart health, then you may have heard of this garlic, curry leaves goraka paste.",written byAmila Gamage Wickramarachchi,"December 27, 2011",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/garlic-curry-leaves-goraka-paste/,https://foodcnr.com/wp-content/uploads/2019/05/Goraka-garlic-curryleaves-paste.jpg
Sri Lankan Kakiri Curry,"Sri Lankan kakiri curry,Kakiri curry is another delicious Sri Lankan curry which comes to the table with flavours of Ceylon spices",written byAmila Gamage Wickramarachchi,"November 3, 2014",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-kakiri-curry/,https://foodcnr.com/wp-content/uploads/2019/03/Kekiri-curry.jpg
Thibbatu Stir Fry (Thibbatu thel dala),"Sri Lankan Thibbatu Stir Fry (Thibbatu thel dala),Sri Lankan Thibbatu Stir Fry or Thibbatu thel dala as we call it in Sri Lanka is an easy to cook dish",written byAmila Gamage Wickramarachchi,"July 1, 2015",,,,,,1Nos.medium size onion sliced finely; 3Nos.garlic cloves chopped; 2NosGreen chilli; 2TbspnCooking oil; 1/2tspnMustard seeds; 1/4tspnTurmeric Powder; 1/2tspnRed chili flakes; 1inchRampe,"Clean the Thibbatu as mentioned above. Washthoroughly. Add turmeric powder. Keep aside till other steps are done.Wash dry sprats and keep aside to drainwater.Heat a pan over medium heat. Add cooking oil. When the oil is hot,add mustard seeds.When the mustard seeds start splutter, add chopped garlic.Then add curry leaves and dried sprats. Let it cook until the sprats change its colour.At this time add onions and fry.When onions become tender and start emitting aroma, add thibbatu and mix well.Add the piece of rampe too.Add little bit of turmeric powder as necessary. Then add red chili flakes.Mix well.Add salt as per taste and mix well till everything combine well.When the thibbatu is done and change its colour, remove from the heat.Thibbatu stir fry is ready to serve with plain rice.Enjoy!","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/thibbatu-stir-fry-thibbatu-thel-dala/,https://foodcnr.com/wp-content/uploads/2019/03/Thibbatu-stir-fry.jpg
Sri Lankan Tomato and Onion Salad (Thakkali Sambola),"Sri Lankan Tomato and Onion salad (Thakkali Sambola),Sri Lankan Onion salad,A simple onion salad from Sri Lanka,Sri Lankan salads.",written byAmila Gamage Wickramarachchi,"March 15, 2013",,,,,5,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-tomato-and-onion-salad/,https://foodcnr.com/wp-content/uploads/2018/11/lunu-miris.jpg
Passion Fruit Leaves Sambola (Raw Passion Fruit Leaves Salad),"Passion Fruit Leaves Sambola (Raw Passion Fruit Leaves Salad),Healthy Benefits of Passion Fruit leaves,Passion Fruit leaves recipes",written byAmila Gamage Wickramarachchi,"December 28, 2011",,,,,3,,Step 1:; Step 2:; Step 3:,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/passion-fruit-leaves-sambola/,https://foodcnr.com/wp-content/uploads/2018/10/passion-fruit-leaves-salad.jpg
Sri Lankan Malay Pickle (Malay Achcharu),"Sri Lankan Malay Pickle (Malay Achcharu),How to make malay achcharu sri lanka,Malay achcharu recipe with photos,easy malay pickle recipe",written byAmila Gamage Wickramarachchi,"April 9, 2011",,,,,6,,Step 2:; Step 3:,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Pickle Recipes",https://foodcnr.com/sri-lankan-malay-pickle-malay-achcharu/,https://foodcnr.com/wp-content/uploads/2011/09/Sri-Lankan-Malay-achcharu-recipe.jpg
Sri Lankan Beetroot Salad – Quick and Easy!,"Sri Lankan Beetroot Salad, Beet salad or beetroot salad is another popular healthy salad from Sri Lanka,Beetroot recipes,Easy salad recipes",written byAmila Gamage Wickramarachchi,"September 4, 2013",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Salad Recipes",https://foodcnr.com/sri-lankan-beetroot-salad/,https://foodcnr.com/wp-content/uploads/2018/07/Sri-Lankan-beetroot-salad.jpg
Chickpea Recipes : Boiled and Tempered Chickpeas (Thambapu Kadala),"Chickpea Recipes : Boiled and Tempered Chickpeas (Thambapu Kadala),Sri Lankan chickpea recipes,Sri Lankan breakfast recipe,thambapu kadala recipe",written byAmila Gamage Wickramarachchi,"June 30, 2014",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/chickpea-recipes-tempered-chickpeas/,https://foodcnr.com/wp-content/uploads/2018/07/Sri-Lankan-breakfast-recipes.jpg
Sri Lankan Wambatu Moju (Brinjal Moju),"Sri Lankan wambatu moju or brinjal moju is another delicious recipe from Sri Lankan cuisine,Things to know before cooking Wambatu moju (Brinjal moju)",written byAmila Gamage Wickramarachchi,"August 21, 2011",,,,,,,Step 1:; Step 2:; Step 3:,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Pickle Recipes",https://foodcnr.com/wambatu-moju-brinjal-moju/,https://foodcnr.com/wp-content/uploads/2011/10/Sri-Lankan-wambatu-moju.jpg
Sri Lankan Southern Style Fish Ambul Thiyal,"Fish ambul thiyal, malu ambul thiyal or as some call it ‘sour fish curry’ is a delicious way of preparing fish in Sri Lanka. Usually Southern part of Sri Lanka is popular for its Malu Ambul thiyal curry. This is why it is called as ‘Dakune malu Ambul Thiyal’.",written byAmila Gamage Wickramarachchi,"September 7, 2021",,,,,,,"1. In Sri Lankan cooking, there is no perfect way for cooking any dish. So, there may have small differences in Ingredients if you check the same recipe from different parts of Sri Lanka.; 2. Don’t worry about any other ingredients such as cinnamon. They will add aroma and flavour. But, the main flavour is from goraka, black pepper and salt.; 3. Taste your goraka, pepper and salt paste before adding to fish. In this step, you can adjust salt if needed.; 4. Instead of pepper powder, use fresh black pepper corn. Freshly grounded black pepper will add more flavour to your curry.; 5. Don’t worry about banana leaf though it adds aroma to your dish. If you can’t find banana leaf, use curry leaves to the bottom of the clay pot.You can use pandan leaf too. (Rampe); 6. While the taste of fish ambul thiyal is a mix of sour, hot and salty taste, the appearance should be in between black and grey.; Step 1 (preparation); Step 2 (preparing the paste); Step 3 (Cooking)","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/fish-ambul-thiyal-sri-lankan-southern-style/,https://foodcnr.com/wp-content/uploads/2018/05/Sri-LankanFish-Ambul-Thiyal-1.jpg
Sri Lankan Kola Kanda Recipe (Herbal Porridge) + Reasons for Bed Allergies,"Sri Lankan Kola Kanda Recipe (Herbal Porridge), What are the leaves suitable for Sri Lankan Kola Kanda? Making herbal gruel",written byAmila Gamage Wickramarachchi,"April 16, 2011",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-kola-kanda-recipe/,https://foodcnr.com/wp-content/uploads/2018/01/Sri-Lankan-Kola-Kanda-recipe.jpg
Sri Lankan Kokis with Sesame Seeds,"Sri Lankan Kokis with Sesame Seeds,How to make kokis,Tips to make kokis in delicious way,Sri Lankan traditional sweets recipes",written byAmila Gamage Wickramarachchi,"December 6, 2012",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-kokis-with-sesame-seeds/,https://foodcnr.com/wp-content/uploads/2017/12/Sri-Lankan-Kokis-with-Sesame-seeds.jpg
Sri Lankan Fish Cutlets Recipe from My Mother in Law,"Sri Lankan Fish Cutlets Recipe from My Mother in Law,how to make fish cutlets in Sri Lanka,Sri Lankan short eats recipes,Fish cutlets recipe",written byAmila Gamage Wickramarachchi,"April 30, 2020",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/sri-lankan-fish-cutlets-recipe/,https://foodcnr.com/wp-content/uploads/2017/11/cutlets-recipe-Sri-Lanka-6.jpg
Sri Lankan Recipe: Kiri Aguna Kola Sambolaya,"Sri Lankan Recipe: Kiri Aguna Kola Sambolaya ,Kiri Anguna kola sambolaya,Sri Lankan edible leaves,Sri Lankan diabetic friendly recipes",written byAmila Gamage Wickramarachchi,"January 23, 2015",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-recipe-kiri-aguna-kola-sambolaya/,https://foodcnr.com/wp-content/uploads/2017/11/Sri-Lankan-kiri-aguna-kola-sambolaya.jpg
Sri Lankan Gaslabu Mallum (Raw Papaya with Grated Coconut),"Sri Lankan Gaslabu mallum (Raw Papaya with grated coconut),Cooking recipes with fruits,Sri Lankan mallum recipes with fruits,papaya mallun",written byAmila Gamage Wickramarachchi,"November 9, 2011",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-gaslabu-mallum-raw-papaya/,https://foodcnr.com/wp-content/uploads/2017/11/gaslabu-mallum.jpg
Sri Lankan Raw Mango Curry (Amba Maluwa),"Sri Lankan Raw Mango Curry,Green mango curry,edible fruits curry,Sri Lankan recipes with edible fruits,Sri Lankan recipes blog,Food Corner blog",written byAmila Gamage Wickramarachchi,"September 7, 2021",,,,,,,Step 1: Prepare the spice paste; Step 2: preparation; Step 3: Cooking,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-raw-mango-curry/,https://foodcnr.com/wp-content/uploads/2017/10/Sri-Lankan-Raw-Mango-Curry-recipe.jpg
Sri Lankan Thalana Batu Thel Dala (Thai Eggplant Stir-fry),"Thai Eggplant Stir-fry (Sri Lankan Thalana Batu Thel Dala),Thalana batu (Thai Eggplant) or ela batu is another vegetable that is available in Sri Lanka",written byAmila Gamage Wickramarachchi,"December 5, 2013",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-thalana-batu-thel-dala/,https://foodcnr.com/wp-content/uploads/2017/10/thalana-batu-sri-lanka-recipe.jpg
Sarana Leaves with Coconut Paste (Sri Lankan Watercress Recipe),"Sarana Leaves with Coconut Paste (Sri Lankan Watercress Recipe),Sarana Niyambalawa,Sri Lankan recipes with green leaves,Leafy vegetable recipes Sri Lanka",written byAmila Gamage Wickramarachchi,"June 4, 2014",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sarana-leaves-with-coconut-paste/,https://foodcnr.com/wp-content/uploads/2017/08/sarana-recipes-Sri-Lanka.jpg
Karawila Mallung (Bitter Gourd with Grated Coconut),"Karawila Mallung (Bitter Gourd with Grated Coconut),Sri Lankan Karawila recipes,Karawila with coconut,Sri Lankan Diabetic friendly recipes",written byAmila Gamage Wickramarachchi,"May 30, 2016",,,,,,,Step 1:; Step 2:; Step 3:,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/karawila-mallung-bitter-gourd-grated-coconut/,https://foodcnr.com/wp-content/uploads/2017/06/Bittergourd-recipes.jpg
Multigrain Roti – The Sri Lankan Style Multigrain Pol Roti,"Multigrain Roti - Sri Lankan Style pol roti, Sri Lankan toddler food ideas, Sri Lankan healthy Roti recipes, Kids healthy recipes Sri Lanka",written byAmila Gamage Wickramarachchi,"August 23, 2011",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Bread,Bun,Pizza and Baking recipes",https://foodcnr.com/multigrain-roti-sri-lankan-style-pol-roti/,https://foodcnr.com/wp-content/uploads/2017/06/multigrain-pol-roti.jpg
Protein Packed Split Mung Beans Curry from Sri Lanka (Mung Piyali Curry),"Protein packed Split Mung Beans Curry from Sri Lanka,Vegetarian curry recipes with protein,Sri Lankan recipes,Sri lankan mung piyali curry recipe",written byAmila Gamage Wickramarachchi,"March 19, 2014",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/split-mung-beans-curry-sri-lanka/,https://foodcnr.com/wp-content/uploads/2017/02/Sri-Lankan-Split-Mung-Beans-Curry.jpg
Pol Sambola in a Traditional Sri Lankan Kitchen,"Pol Sambola in a Traditional Sri Lankan Kitchen,Sri Lankan recipes,must try Sri Lankan food in Sri Lanka,Food Corner recipe blog",written byAmila Gamage Wickramarachchi,"July 15, 2018",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, sri lanka",https://foodcnr.com/pol-sambola-in-a-traditional-sri-lankan-kitchen/,https://foodcnr.com/wp-content/uploads/2014/06/Coconut-chutney-Sri-Lanka.jpg
Sri Lankan Long Beans Curry / Ma Karal curry,"Long Beans curry or commonly called as Ma Karal curry is another tasty vegetable dish from Sri Lanka,Sri Lankan curry recipes from Food Corner blog.",written byAmila Gamage Wickramarachchi,"May 5, 2016",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-long-beans-curry-ma-karal-curry/,https://foodcnr.com/wp-content/uploads/2013/01/Sri-Lankan-Long-Beans-Curry-e1477295572664.jpg
