title,ingredients,instructions,servings,cook_time,url,scraped_at,ingredients_per_person
Kerala idiyappam recipe| nool puttu or sevai with rice flour,2 1/2 cups roasted rice flour | 1 1/2 cups salted boiling water | 3 Brush the idiyappam steamer or idli steamer lightly with oil.,"1/2 cups roasted rice flour | 1/2 cups salted boiling water | Place rice flour in a heat proof bowl. Add water little by little and stir with a spoon. Set aside to cool slightly. | When the dough is cool enough to touch, knead it into soft dough. Add more boiling water if needed. Set aside. | Brush the idiyappam steamer or idli steamer lightly with oil. | Fill the idiyappam press with the dough, and close with lid. Press into noodles onto the greased idli steamer moulds. Garnish with plenty of grated coconut. Place the idli moulds in the steamer. Close with lid. Steam for 5- 6 minutes. | Turn off the heat. Leave the steamer to cool slightly before opening the lid. Serve idiyappam with vegetable stew. | Notes : Roasted rice flour is available in Indian grocery stores. Look for rice flour labelled as roasted, or idiyappam podi. - You can also buy regular rice flour and roast it at home. - To make salted boiling water, bring a pot of water to boil and add salt. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Broiled fresh garlic parm tomatoes | Oats Milkshake with Dates",16,6 mins,https://cookpad.com/eng/recipes/8917290,2025-08-07T19:04:33.535153,2/13 cups roasted rice flour | 1/11 cups salted boiling water | 3/16 Brush the idiyappam steamer or idli steamer lightly with oil.
Boiled Sweet Potato Idiyappam,1 cup rice flour | 1 Take all the needed ingredients. Cook sweet potatoes until it can be mashed easily. | 2 Take it out of boiled water and mash it or grate. Then add rice flour little by little. Sprinkle hot water and knead the flour. As per sweet potatoes consistency add required amount of rice flour. I used 3/4cup of flour. | 3 Now place the dough in to the idiyappam machine and squeeze. | 5 That's it. Our boiled Sweet potato Idiyappam is ready.,-500 g sweet potato | Coconut milk/ grated coconut | Take all the needed ingredients. Cook sweet potatoes until it can be mashed easily. | Take it out of boiled water and mash it or grate. Then add rice flour little by little. Sprinkle hot water and knead the flour. As per sweet potatoes consistency add required amount of rice flour. I used 3/4cup of flour. | Now place the dough in to the idiyappam machine and squeeze. | Now place it inside the cooker and cook for 7 to 10mts. Sprinkle grated coconut or coconutmilk would be great choice. | That's it. Our boiled Sweet potato Idiyappam is ready. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Vegan Butter “Chicken” | Chili Cheeseburger 🍔 Wraps | Easy Butterscotch Pound Cake,3,,https://cookpad.com/eng/recipes/24923108,2025-08-07T19:04:38.365078,1/3 cup rice flour | 1/3 Take all the needed ingredients. Cook sweet potatoes until it can be mashed easily. | 2 Take it out of boiled water and mash it or grate. Then add rice flour little by little. Sprinkle hot water and knead the flour. As per sweet potatoes consistency add required amount of rice flour. I used 3/4cup of flour. | 1 Now place the dough in to the idiyappam machine and squeeze. | 1 2/3 That's it. Our boiled Sweet potato Idiyappam is ready.
Beetroot Noolputtu (Idiyappam),1 cup beetroot juice | 1 tsp salt | 1 tbsp coconut oil | 1 cup Rice powder,"cup beetroot juice | tbsp coconut oil | Take beetroot juice, add salt and coconut oil. Once it is boiling, add rice powder (flour) mix it well. | Mix it well with some oil as shown in the picture. Use chakli machine for idiyappam to make. Before that grease the plate. Steam cook for 5 minutes. Serve hot with peas curry. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Rustic & Smoky Breakfast Sandwich | Classic Chinese Shrimp Fried Rice | Pancit Sotanghon Guisado (Stir-Fried Glass Noodles) | Classic Crispy Fried Garlic Wings (Filipino Style) | Best Moist Banana Bread | Creamy Plantain & chocolate pudding",2-3,20 mins,https://cookpad.com/eng/recipes/24911340,2025-08-07T19:04:42.182731,1/2 cup beetroot juice | 1/2 tsp salt | 1/2 tbsp coconut oil | 1/2 cup Rice powder
Idiyappam and kadalai curry,1 cup rice flour | 1 teaspoon salt | 1 table spoon oil | 1 cup black chana | 1/4 cup coconut | 1/2 cup sambar onion | 1 tomato | 1 teaspoon fennel seeds | 1 table spoon red chilli powder | 1/2 teaspoon coriander powder | 1/4 teaspoon mustard seeds | 2 red chillies | 6 Enjoy the soft and yummy kerala idiyappam and chana curry.,"/2 cup sambar onion | teaspoon fennel seeds | table spoon red chilli powder | /2 teaspoon coriander powder | /4 teaspoon mustard seeds | For kadalai curry: Soak overnight the black chana, cook it for six whistle. Fry the given masala ingredients, onion and coconut, grind it in to fine paste. Pour in to boiled chana. Cook it for ten minutes. Give seasoning with oil, mustard seeds, red chilli and curry leaves. Kerala kadalai curry id ready to serve. | Enjoy the soft and yummy kerala idiyappam and chana curry. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Tortellini Pasta Salad | Loaded Bacon, Cheddar, Ranch Potatoes | The BEST Vanilla Ice Cream",,,https://cookpad.com/eng/recipes/24821416,2025-08-07T19:04:46.900954,1 cup rice flour | 1 teaspoon salt | 1 table spoon oil | 1 cup black chana | 1/4 cup coconut | 1/2 cup sambar onion | 1 tomato | 1 teaspoon fennel seeds | 1 table spoon red chilli powder | 1/2 teaspoon coriander powder | 1/4 teaspoon mustard seeds | 2 red chillies | 6 Enjoy the soft and yummy kerala idiyappam and chana curry.
Vegetable Sambar Idiyappam,"2 cups Rice Flour | 1 tbsp Ghee | 1 cup Hot Water (for kneading) | 1/4 tsp Jeera powder | 1/4 tsp Red chilli powder | 2 tbsp Yellow Moong Dal (split yellow lentils) | 1 small Bottle Gourd - chopped | 1 Drumstick - cut into 2-inch pieces | 2 medium Tomatoes - chopped | 1 small Carrot - chopped | 1/2 tsp Turmeric Powder | 1 tbsp Oil | 1/2 tsp Mustard Seeds | 1/4 tsp Hing | 1/2 tsp Red Chilli Powder | 2 tbsp Sambhar Masala | 1 tbsp Jaggery | 3 cups Water | 1 Start by adding rice flour and salt to a bowl. | 2 Gradually pour in hot water and knead into a soft dough. Add ghee, and knead again.",cup Hot Water (for kneading) | /4 tsp Jeera powder | /4 tsp Red chilli powder | Salt as required | tbsp Yellow Moong Dal (split yellow lentils) | small Bottle Gourd - chopped | Drumstick - cut into 2-inch pieces | /2 small Capsicum - chopped | medium Tomatoes - chopped | small Carrot - chopped | /2 tsp Turmeric Powder | /2 tsp Mustard Seeds | /2 tsp Red Chilli Powder | tbsp Sambhar Masala | Salt as required,3,45 mins,https://cookpad.com/eng/recipes/24821215,2025-08-07T19:04:51.328452,"2/3 cups Rice Flour | 1/3 tbsp Ghee | 1/3 cup Hot Water (for kneading) | 1/12 tsp Jeera powder | 1/12 tsp Red chilli powder | 2/3 tbsp Yellow Moong Dal (split yellow lentils) | 1/3 small Bottle Gourd - chopped | 1/3 Drumstick - cut into 2-inch pieces | 2/3 medium Tomatoes - chopped | 1/3 small Carrot - chopped | 1/6 tsp Turmeric Powder | 1/3 tbsp Oil | 1/6 tsp Mustard Seeds | 1/12 tsp Hing | 1/6 tsp Red Chilli Powder | 2/3 tbsp Sambhar Masala | 1/3 tbsp Jaggery | 1 cups Water | 1/3 Start by adding rice flour and salt to a bowl. | 2/3 Gradually pour in hot water and knead into a soft dough. Add ghee, and knead again."
Idiyappam with chana garlic curry,1 cup Rice flour | 1 pinch salt | 1/2 tbsp ghee | 1 cup sprouts chana | 1/2 cup chopped onion | 1 tablespoon chopped garlic | 1/2 tbsp grated ginger | 1 tablespoon dry coconut | 1/4 tbsp red chilli powder | 1/4 tbsp cumin powder | 1/4 tbsp mustard seeds | 1/4 tbsp turmeric powder | 1/4 tbsp salt | 1 tablespoon oil | 1 tablespoon chopped coriander | 5 In serving plate add idyaapam and garlic chana gravy and serve it.enjoy,"cup sprouts chana | /2 cup chopped onion | tablespoon chopped garlic | /2 tbsp grated ginger | tablespoon dry coconut | /4 tbsp red chilli powder | /4 tbsp cumin powder | /4 tbsp mustard seeds | /4 tbsp turmeric powder | tablespoon chopped coriander | Heat a pan add water and add ghee and one pinch of salt. Once water is boiled add rice flour,and mix it well,cover it and turn off heat. | After cool it take out in medium size bowl and knead a smooth dough without lumps.divide into 4 parts. | Take chakali mold add 1 part of dough and pack it. Heat a cooker place idli mold and banana leaves in idli mold and make a idyaapam and steam it for 2-3 minutes. | Heat a pan or Kadhai add oil once oil is hot add mustard seeds,cumin seeds,chopped garlic,chopped onion ginger and soute it.then add sprout chana and stir it add chopped tomatoes.,add warm water and cook it for 5 minutes.add coconut powder,and chopped coriander. | In serving plate add idyaapam and garlic chana gravy and serve it.enjoy",2,30 mins,https://cookpad.com/eng/recipes/24816081,2025-08-07T19:04:55.807923,1/2 cup Rice flour | 1/2 pinch salt | 1/4 tbsp ghee | 1/2 cup sprouts chana | 1/4 cup chopped onion | 1/2 tablespoon chopped garlic | 1/4 tbsp grated ginger | 1/2 tablespoon dry coconut | 1/8 tbsp red chilli powder | 1/8 tbsp cumin powder | 1/8 tbsp mustard seeds | 1/8 tbsp turmeric powder | 1/8 tbsp salt | 1/2 tablespoon oil | 1/2 tablespoon chopped coriander | 5 In serving plate add idyaapam and garlic chana gravy and serve it.enjoy
Rava Idiyappam & Paya,2 cup white roasted/ unroasted rava | 4 cup water | 2.5 tsp oil | 1 big onion | 2 green chilli | 7 beans | 1/4 cup green peas | 1 carrot | 1 small size potato | 2 tsp coriander powder | 1/2 tsp turmeric powder | 4 green chilli | 1/4 cup Grated coconut | 1 tsp fennel seed | 1 tsp kaskas | 1 inch ginger | 8 garlic pods | 3 tsp oil | 3 green cardamom | 1 star annise,"cup white roasted/ unroasted rava | /4 cup green peas | small size potato | tsp coriander powder | /2 tsp turmeric powder | leaves Coriander | /4 cup Grated coconut | /2 inch cinnamon | Take all the needed ingredients. Grind the given ingrediants as fine paste. | For Idiyappam: In a hot tawa add 4 cup of water add salt,2sp of oil and bring it to boil. Once it boils, keep the flame on sim then add rava and mix gently. Cover and cook for 7mts. When the batter becomes non sticky, turn off the flame and rub oil on hand and make balls. | Keep the balls in an idiyappqm maker and sqeeze it on. Then keep it in a cooker and cover, cook for 10mts. Its ready. | For paya: In a hot cooker,add oil and do seasoning. Then add onion cubes, green chilli saute. Here,for spicyness we use green chilli only. | Then add corianser powder,salt,turmeric powder,saute. (If we use garam masala and tomato then its turns to kuruma). | Then add all veggies(of our choice). Mix well. Then add 500ml of water. Let it boil. | Then add grinded masala. Bring it to boil again. Check salt level. Then close the lid and wait for 4 whistle. Veggies cooked well. Sprinkle coriander leaves and serve.",4,,https://cookpad.com/eng/recipes/24745613,2025-08-07T19:04:59.870541,1/2 cup white roasted/ unroasted rava | 1 cup water | 5/8 tsp oil | 1/4 big onion | 1/2 green chilli | 1 3/4 beans | 1/16 cup green peas | 1/4 carrot | 1/4 small size potato | 1/2 tsp coriander powder | 1/8 tsp turmeric powder | 1 green chilli | 1/16 cup Grated coconut | 1/4 tsp fennel seed | 1/4 tsp kaskas | 1/4 inch ginger | 2 garlic pods | 3/4 tsp oil | 3/4 green cardamom | 1/4 star annise
Idiyappam With Peas vegetable Curry,"2 cup water | 1 cup rice flour | 1 tsp coconut oil | 1/2 tsp Salt | 1 onion | 1 tbsp red chilli powder | 1/2 tsp turmeric | 1/2 tsp garam masala | 1 cup grated coconut | 1 tbsp oil | 1/4 tsp asafoetida | 1 Take a pan. Add water, salt and oil. Let it boils. Add rice flour. | 4 Add curry paste. Continue to cook on low flame. | 5 Continue to cook till oil start to oozing. Add boiled peas. Adjust the salt. | 6 Continue to cook on low flame. Add some fresh coriander leaves. Serve with idiyappam.","tbsp red chilli powder | /2 tsp garam masala | cup grated coconut | /4 tsp asafoetida | Take a pan. Add water, salt and oil. Let it boils. Add rice flour. | Mix it well. Cover and cook on low flame. Grease the idiyappam mold and make semiyan in plate with holes. Grease it before hand. | Meanwhile take onion, garlic, garam masala, turmeric and coconut. Grind it well. Take a pan. Add oil and asafoetida. Boil the overnight soaked peas. Keep it ready. | Add curry paste. Continue to cook on low flame. | Continue to cook till oil start to oozing. Add boiled peas. Adjust the salt. | Continue to cook on low flame. Add some fresh coriander leaves. Serve with idiyappam. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce",4,45 mins,https://cookpad.com/eng/recipes/23854096,2025-08-07T19:05:05.798180,"1/2 cup water | 1/4 cup rice flour | 1/4 tsp coconut oil | 1/8 tsp Salt | 1/4 onion | 1/4 tbsp red chilli powder | 1/8 tsp turmeric | 1/8 tsp garam masala | 1/4 cup grated coconut | 1/4 tbsp oil | 1/16 tsp asafoetida | 1/4 Take a pan. Add water, salt and oil. Let it boils. Add rice flour. | 1 Add curry paste. Continue to cook on low flame. | 1 1/4 Continue to cook till oil start to oozing. Add boiled peas. Adjust the salt. | 6 Continue to cook on low flame. Add some fresh coriander leaves. Serve with idiyappam."
Idiyappam { Rice Sevai } { Morning Breakfast },"1 packet rice sevai | 1 big onion 🧅 chopped in small pieces | 1 carrot 🥕 cut in to small pieces | 1/4 bowl frozen peas | 1/4 bowl frozen corn 🌽 | 1 big tomato 🍅 cut in to small pieces { deseeded } | 1 lemon 🍋 juice { you can take more according to your taste } | 1 tsp red chili powder | 1/2 tsp haldi | 1 tsp sugar | 2 tbsp chopped coriander | 2 tbsp grated fresh coconut 🥥 { for garnish } | 3 tbsp oil | 1 tsp rai { mustard seed } 1tbsp dalia { roasted chickpeas } 2 tbsp peanut 1/4 tsp hing { asafetida } 8-10 curry leaves | 2 Heat oil in a pan, add rai & let it crackle, then add hing, curry leaves dalia & peanut and cook till 2 to 3 min. Add chopped onion & chopped green chili. Cook for 2 min and then add carrot, peas & corn. Cook for 3-4 min and then add chili powder,haldi & salt. Cook for 1 min and then add 3-4 tbsp water & cook again for 2-3 min. Add sevai mix { which you kept in plate } & toss it nicely so everything mix nicely. Garnish with grated coconut 🥥 & Enjoy this in your breakfast | 3 Note :- You can make this sevai @ home. Take 6 tbsp rice atta mix with 2-1/2 cup of boiled water,1 tsp oil & salt to taste. It will become like dough. Put little oil on hand & put this in sevai machine & make sevai. Keep it on steam plate & stem for 5 min in a steamer. After cooling it will become like sevai.","packet rice sevai | big onion 🧅 chopped in small pieces | carrot 🥕 cut in to small pieces | /4 bowl frozen peas | /4 bowl frozen corn 🌽 | big tomato 🍅 cut in to small pieces { deseeded } | -3 green chili chopped | lemon 🍋 juice { you can take more according to your taste } | tsp red chili powder | tbsp chopped coriander | tbsp grated fresh coconut 🥥 { for garnish } | as required Salt 🧂 to taste | For tempering :- | tsp rai { mustard seed } 1tbsp dalia { roasted chickpeas } 2 tbsp peanut 1/4 tsp hing { asafetida } 8-10 curry leaves | Heat a large pan with 2 lts of water. When it starts boiling, add the sevai and cook it for 4-5 minutes. Keep on stirring it at regular intervals and check for doneness. When the sevai becomes soft, pour it immediately into a large strainer and let the water drip away. Take a plate put sevai, sugar, tomatoes, lemon juice & coriander & mix it well.",,5 mins,https://cookpad.com/eng/recipes/16794476,2025-08-07T19:05:10.516219,"1 packet rice sevai | 1 big onion 🧅 chopped in small pieces | 1 carrot 🥕 cut in to small pieces | 1/4 bowl frozen peas | 1/4 bowl frozen corn 🌽 | 1 big tomato 🍅 cut in to small pieces { deseeded } | 1 lemon 🍋 juice { you can take more according to your taste } | 1 tsp red chili powder | 1/2 tsp haldi | 1 tsp sugar | 2 tbsp chopped coriander | 2 tbsp grated fresh coconut 🥥 { for garnish } | 3 tbsp oil | 1 tsp rai { mustard seed } 1tbsp dalia { roasted chickpeas } 2 tbsp peanut 1/4 tsp hing { asafetida } 8-10 curry leaves | 2 Heat oil in a pan, add rai & let it crackle, then add hing, curry leaves dalia & peanut and cook till 2 to 3 min. Add chopped onion & chopped green chili. Cook for 2 min and then add carrot, peas & corn. Cook for 3-4 min and then add chili powder,haldi & salt. Cook for 1 min and then add 3-4 tbsp water & cook again for 2-3 min. Add sevai mix { which you kept in plate } & toss it nicely so everything mix nicely. Garnish with grated coconut 🥥 & Enjoy this in your breakfast | 3 Note :- You can make this sevai @ home. Take 6 tbsp rice atta mix with 2-1/2 cup of boiled water,1 tsp oil & salt to taste. It will become like dough. Put little oil on hand & put this in sevai machine & make sevai. Keep it on steam plate & stem for 5 min in a steamer. After cooling it will become like sevai."
Ragi millet idiyappam/ Finger millet idiyappam,"1 cup Ragi flour | 1/4 tsp salt | 1 cup shredded coconut | 11/2 cup jaggery | 3/4 cup water | 2 In a separate mixing bowl, add the Ragi flour, salt and mix well. Add about 3/4 Cup of the hot water to the ragi flour. Stir with a spatula. Now, continue to add the water little by little to the ragi flour and mix well until a soft, smooth and non-sticky dough is formed | 5 Enjoy hot with a side of coconut and jaggery","cup shredded coconut | First, add the teaspoon of oil to the water and bring it to a rolling boil. Once the water starts to boil, turn off the flame. | In a separate mixing bowl, add the Ragi flour, salt and mix well. Add about 3/4 Cup of the hot water to the ragi flour. Stir with a spatula. Now, continue to add the water little by little to the ragi flour and mix well until a soft, smooth and non-sticky dough is formed | Once you are able to handle the dough by hand, knead it nicely for 1-2 mins. Grease the inside portion of the idiyappam press. Grease your palm with oil, take a portion of the dough, smoothen it out in your palm and fill it in the press. Similarly, grease the steamer plate. Gently press the idiyappam dough in a circular motion onto the steamer plate. | Steam the idiyappam for about 5 mins, until cooked through. Let the idiyapam to cool down a bit, before gently removing from the steamer plate and transferring to a serving plate | Enjoy hot with a side of coconut and jaggery | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Spanish Beef Burritos | Honey Mustard Baked Crusted Tilapia Fillets | Chicken Scarpariello | Oven baked Chicken Kabab",2,15 mins,https://cookpad.com/eng/recipes/16335918,2025-08-07T19:05:15.046634,"1/2 cup Ragi flour | 1/8 tsp salt | 1/2 cup shredded coconut | 2 3/4 cup jaggery | 3/8 cup water | 2 In a separate mixing bowl, add the Ragi flour, salt and mix well. Add about 3/4 Cup of the hot water to the ragi flour. Stir with a spatula. Now, continue to add the water little by little to the ragi flour and mix well until a soft, smooth and non-sticky dough is formed | 5 Enjoy hot with a side of coconut and jaggery"
Paya soup/Mutton leg soup with idiyappam/ healthy breakfast for kids,"1 kg mutton leg | 2 onion | 1 tomato | 4 green chilli | 2 stick curry leaves | 2 tbsp chopped coriander leaves | 3 cloves | 4 cardamoms | 1 stick cinnamon | 2 tsp red chilli powder | 2 tsp cumin powder | 1 tsp pepper powder | 1 1/2 tsp coriander powder | 3 tbsp ground nut oil | 2 Cut all the vegetables set aside. | 7 Serve mutton leg soup hot with idiyappam, idly, dosa, etc | 8 Idiyappam recipe (👇) Rice flour Idiyappam","stick curry leaves | tbsp chopped coriander leaves | tsp red chilli powder | tsp cumin powder | tsp pepper powder | 1/2 tsp coriander powder | As Required Salt | As required Water as required | tbsp ground nut oil | Wash mutton leg thoroughly and drain well. Next transfer the mutton leg to the pressure cooker add 3glass water and salt close the lid slow flame put 10 whistles or until the leg is soft and tender. | Cut all the vegetables set aside. | Heat a heavy bottom pan pour the oil add the spices. Immediately add sliced onion and fry them evenly until golden brown. | Then add ginger garlic paste and fry it for 5 minutes. Add tomato, green chili, coriander leaves, and curry leaves. Next, begin to sauté on a very low flame for 5 to 7 minutes. | Then add all the masala one by one and cook few minutes. Then transfer the cooked leg and water if you want more water you can add it. Then close the lid and cook for 10 minutes. | Serve mutton leg soup hot with idiyappam, idly, dosa, etc",4,30 mins,https://cookpad.com/eng/recipes/16335324,2025-08-07T19:05:19.840276,"1/4 kg mutton leg | 1/2 onion | 1/4 tomato | 1 green chilli | 1/2 stick curry leaves | 1/2 tbsp chopped coriander leaves | 3/4 cloves | 1 cardamoms | 1/4 stick cinnamon | 1/2 tsp red chilli powder | 1/2 tsp cumin powder | 1/4 tsp pepper powder | 3/8 tsp coriander powder | 3/4 tbsp ground nut oil | 1/2 Cut all the vegetables set aside. | 7 Serve mutton leg soup hot with idiyappam, idly, dosa, etc | 2 Idiyappam recipe (👇) Rice flour Idiyappam"
Sabudana Idiyappam with sweet coconut chutney,1/2 cup Sabudana flour - | 1/2 cup Soaked sabudana - | 5 Arbi - (boiled and grated) | 1/2 tsp Black pepper - | 1/2 cup For coconut chutney - fresh coconut - | 1/2 tsp Rock salt - | 1 tsp Sugar | 1 tbsp Oil | 2 Fill your Sev machine with one part. Grease idli moulds and fill them with sabudana Sev. | 5 Your delicious sabudana idiyappam and sweet coconut chutney is ready to serve.,"/2 cup Sabudana flour - | /2 cup Soaked sabudana - | Arbi - (boiled and grated) | /2 tsp Black pepper - | as required Oil for greasing idli mould | /2 cup For coconut chutney - fresh coconut - | /2 tsp Rock salt - | /2 tsp Black pepper - | /2 Green chilli - | Grind soaked sabudana. Mix sabudana flour, soaked sabudana paste,arbi,salt and black pepper to make soft dough. Divide the dough into 2 parts. | Fill your Sev machine with one part. Grease idli moulds and fill them with sabudana Sev. | Boil water for steaming. Steam sabudana idiyappam for 7-8 min.Switch off the gas.Let it cool.Demould all idiyappams. | Grind all the ingredients of coconut chutney except black pepper and oil.Heat oil in a tadka pan,add black pepper and mix in the chutney. | Your delicious sabudana idiyappam and sweet coconut chutney is ready to serve. | Pears as marmalade - a very simple pear jam recipe!",3,40 mins,https://cookpad.com/eng/recipes/16137978,2025-08-07T19:05:23.906689,1/6 cup Sabudana flour - | 1/6 cup Soaked sabudana - | 1 2/3 Arbi - (boiled and grated) | 1/6 tsp Black pepper - | 1/6 cup For coconut chutney - fresh coconut - | 1/6 tsp Rock salt - | 1/3 tsp Sugar | 1/3 tbsp Oil | 2/3 Fill your Sev machine with one part. Grease idli moulds and fill them with sabudana Sev. | 5 Your delicious sabudana idiyappam and sweet coconut chutney is ready to serve.
Kothu idiyappam,"4 Idiyappam | 2 Onion | 1 Tomato | 3 Green chilli | 1/2 tsp Salt | 1 tsp Chilli powder | 2 stick Curry leaf | 2 g Coriander leaves | 3 Egg | 1/4 cup Oil | 3 Now add in the masala powder Turmeric,chilli and salt give a good mix.","tsp Chilli powder | stick Curry leaf | g Coriander leaves | Chopped all the vegetable set aside.Heat a pan and add in oil once it heat up add in onion,chilli,fry it well. | Then add in chopped tomatoes cook till it is fully done. Next add curry leaf,coriander leaf and mix it. | Now add in the masala powder Turmeric,chilli and salt give a good mix. | Cook for a min and then move all the contents to one corner of a kadai and now break open the eggs and stir fry it, once eggs are cooked mix everything with the masala. | Finally add in the cooked idiyappam and mix well. Garnish with Coriander leaves and switch off the flame. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Chicken kare-kare | Beefy Sausage Pasta 🍝",4,30 mins,https://cookpad.com/eng/recipes/16105755,2025-08-07T19:05:28.961820,"1 Idiyappam | 1/2 Onion | 1/4 Tomato | 3/4 Green chilli | 1/8 tsp Salt | 1/4 tsp Chilli powder | 1/2 stick Curry leaf | 1/2 g Coriander leaves | 3/4 Egg | 1/16 cup Oil | 3/4 Now add in the masala powder Turmeric,chilli and salt give a good mix."
Rice flour Idiyappam,"1 1/2 cup rice flour or idiyappam flour | 2 cup water | 1/4 tsp salt | 1 tsp oil | 2 In a separate mixing bowl, add the idiyappam flour, salt and mix well. Add about 3/4 Cup of the hot water to the rice flour. Stir with a spatula. Now, continue to add the water little by little to the rice flour and mix well until a soft, smooth and non-sticky dough is formed | 5 Enjoy hot with a side of spicy kurma or sweetened coconut milk | Simple 5-Minute Rice Flour Pizza Dough Simple 5-Minute Rice Flour Pizza Dough I used home-made rice flour to try out various dishes, and came up with a simple and delicious chewy dough. This is a convenient way to re-appropriate leftovers from other dishes. This dough has the stickiness of rice flour, and a delicious salty taste. Use sugar, soy sauce, or nori seaweed for mochi rice dumplings, or enjoy it as pizza for a nice side dish. When baking in a toaster oven, divide the dough in half and shape into 2 oblong pieces. Please be careful not to burn yourself. When I make this, I always reduce the recipe by one half. Recipe by mini cookpad.japan","1/2 cup rice flour or idiyappam flour | First, add the teaspoon of oil to the water and bring it to a rolling boil. Once the water starts to boil, turn off the flame. | In a separate mixing bowl, add the idiyappam flour, salt and mix well. Add about 3/4 Cup of the hot water to the rice flour. Stir with a spatula. Now, continue to add the water little by little to the rice flour and mix well until a soft, smooth and non-sticky dough is formed | Once you are able to handle the dough by hand, knead it nicely for 1-2 mins. Grease the inside portion of the idiyappam press. Grease your palm with oil, take a portion of the dough, smoothen it out in your palm and fill it in the press. Similarly, grease the steamer plate. Gently press the idiyappam dough in a circular motion onto the steamer plate, as shown in the pic. | Steam the idiyappam for about 5 mins, until cooked through. Let the idiyapam to cool down a bit, before gently removing from the steamer plate and transferring to a serving plate | Enjoy hot with a side of spicy kurma or sweetened coconut milk | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Mexican cornbread casserole | Corn Dog Casserole | Chicken Marsala from Marsala cooking wine bottle | Chicken & Rice Dinner Bake",4,30 mins,https://cookpad.com/eng/recipes/16078925,2025-08-07T19:05:32.546247,"3/8 cup rice flour or idiyappam flour | 1/2 cup water | 1/16 tsp salt | 1/4 tsp oil | 2 In a separate mixing bowl, add the idiyappam flour, salt and mix well. Add about 3/4 Cup of the hot water to the rice flour. Stir with a spatula. Now, continue to add the water little by little to the rice flour and mix well until a soft, smooth and non-sticky dough is formed | 5 Enjoy hot with a side of spicy kurma or sweetened coconut milk | Simple 5-Minute Rice Flour Pizza Dough Simple 5-Minute Rice Flour Pizza Dough I used home-made rice flour to try out various dishes, and came up with a simple and delicious chewy dough. This is a convenient way to re-appropriate leftovers from other dishes. This dough has the stickiness of rice flour, and a delicious salty taste. Use sugar, soy sauce, or nori seaweed for mochi rice dumplings, or enjoy it as pizza for a nice side dish. When baking in a toaster oven, divide the dough in half and shape into 2 oblong pieces. Please be careful not to burn yourself. When I make this, I always reduce the recipe by one half. Recipe by mini cookpad.japan"
Idiyappam (இடியாப்பம்),2 cups idiyappam Rice flour | 1/2 tsp Salt | 2 Add the dough in the mould and make idiyappam and then steam for 5 to 7 minutes. | 3 Serve hot with coconut milk or spicy chicken curry,"cups idiyappam Rice flour | as required Boiled water | as required Idiyappam making mould | Mix the flour, salt and water until it gets the consistency of chappatti dough. It should be soft. | Add the dough in the mould and make idiyappam and then steam for 5 to 7 minutes. | Serve hot with coconut milk or spicy chicken curry | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Balsamic grill chicken with green peppers | Simple potato wedges | Blueberry waffles | Blueberry waffles",2,20 mins,https://cookpad.com/eng/recipes/13329329,2025-08-07T19:05:37.711350,1 cups idiyappam Rice flour | 1/4 tsp Salt | 1 Add the dough in the mould and make idiyappam and then steam for 5 to 7 minutes. | 3 Serve hot with coconut milk or spicy chicken curry
